n2oglobalClim,Amon,mole_fraction_of_nitrous_oxide_in_air,Global Mean Mole Fraction of N2O,10&,33&,time: mean within years time: mean over years,
cfc11global,Amon,mole_fraction_of_cfc11_in_air,Global Mean Mole Fraction of CFC11,26&,2&,time: mean,
cfc12global,Amon,mole_fraction_of_cfc12_in_air,Global Mean Mole Fraction of CFC12,26&,2&,time: mean,
hcfc22global,Amon,mole_fraction_of_hcfc22_in_air,Global Mean Mole Fraction of HCFC22,26&,2&,time: mean,
cfc113global,Amon,mole_fraction_of_cfc113_in_air,Global Mean Mole Fraction of CFC113,26&,2&,time: mean,
pfull,Amon,air_pressure,Pressure on Model Levels,0&,0&1&15&33&,time: mean within years time: mean over years,
phalf,Amon,air_pressure,Pressure on Model Half-Levels,0&,0&1&26&33&,time: mean within years time: mean over years,
tasAdjust,Amon,air_temperature,Bias-Corrected Near-Surface Air Temperature,4&,0&1&2&34&,time: mean,
tsAdjust,Amon,surface_temperature,Bias-Corrected Surface Temperature,4&,0&1&2&,time: mean,
pslAdjust,Amon,air_pressure_at_sea_level,Bias-Corrected Sea Level Pressure,0&,0&1&2&,time: mean,
orog,cfDay,surface_altitude,Surface Altitude,5&,0&1&,,1.00E+04
ps,cfDay,surface_air_pressure,Surface Air Pressure,0&,0&1&2&,time: mean,
rsdt,cfDay,toa_incoming_shortwave_flux,TOA Incident Shortwave Radiation,6&2&,0&1&2&,time: mean,
rsut,cfDay,toa_outgoing_shortwave_flux,TOA Outgoing Shortwave Radiation,6&2&,0&1&2&,time: mean,
rsdscs,cfDay,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Shortwave Radiation,6&2&,0&1&2&,time: mean,
rsuscs,cfDay,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-Sky Shortwave Radiation,6&2&,0&1&2&,time: mean,
rldscs,cfDay,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Longwave Radiation,6&2&,0&1&2&,time: mean,
rlutcs,cfDay,toa_outgoing_longwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Longwave Radiation,6&2&,0&1&2&,time: mean,
rsutcs,cfDay,toa_outgoing_shortwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Shortwave Radiation,6&2&,0&1&2&,time: mean,
clt,cfDay,cloud_area_fraction,Total Cloud Fraction,7&,0&1&2&,time: mean,
clwvi,cfDay,atmosphere_cloud_condensed_water_content,Condensed Water Path,1&2&,0&1&2&,time: mean,
clivi,cfDay,atmosphere_cloud_ice_content,Ice Water Path,1&2&,0&1&2&,time: mean,
wap500,cfDay,lagrangian_tendency_of_air_pressure,omega (=dp/dt),0&3&,0&1&2&43&,time: mean,
ta700,cfDay,air_temperature,Air Temperature,4&,0&1&2&44&,time: mean,
ccb,cfDay,air_pressure_at_convective_cloud_base,Air Pressure at Convective Cloud Base,0&,0&1&2&,time: mean,
cct,cfDay,air_pressure_at_convective_cloud_top,Air Pressure at Convective Cloud Top,0&,0&1&2&,time: mean,
prc,cfDay,convective_precipitation_flux,Convective Precipitation,1&2&3&,0&1&2&,time: mean,
hfls,cfDay,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,6&2&,0&1&2&,time: mean,
hfss,cfDay,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,6&2&,0&1&2&,time: mean,
rlds,cfDay,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,6&2&,0&1&2&,time: mean,
rlus,cfDay,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,6&2&,0&1&2&,time: mean,
rsds,cfDay,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,6&2&,0&1&2&,time: mean,
rsus,cfDay,surface_upwelling_shortwave_flux_in_air,Surface Upwelling Shortwave Radiation,6&2&,0&1&2&,time: mean,
rlut,cfDay,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation,6&2&,0&1&2&,time: mean,
cltisccp,cfDay,cloud_area_fraction,ISCCP Total Total Cloud Fraction,7&,0&1&2&,time: mean,
albisccp,cfDay,cloud_albedo,ISCCP Mean Cloud Albedo,9&,0&1&2&,time: mean,
pctisccp,cfDay,air_pressure_at_cloud_top,ISCCP Mean Cloud Top Pressure,0&,0&1&2&,time: mean,
parasolRefl,cfDay,toa_bidirectional_reflectance,PARASOL Reflectance,9&,0&1&39&2&,time: mean,
cltcalipso,cfDay,cloud_area_fraction,CALIPSO Total Cloud Fraction,7&,0&1&2&,time: mean,
cllcalipso,cfDay,cloud_area_fraction_in_atmosphere_layer,CALIPSO Low Level Cloud Fraction,7&,0&1&2&,time: mean,
clmcalipso,cfDay,cloud_area_fraction_in_atmosphere_layer,CALIPSO Mid Level Cloud Fraction,7&,0&1&2&,time: mean,
clhcalipso,cfDay,cloud_area_fraction_in_atmosphere_layer,CALIPSO High Level Cloud Fraction,7&,0&1&2&,time: mean,
ua,cfDay,eastward_wind,Eastward Wind,5&3&,0&1&15&2&,time: mean,
va,cfDay,northward_wind,Northward Wind,5&3&,0&1&15&2&,time: mean,
ta,cfDay,air_temperature,Air Temperature,4&,0&1&15&2&,time: mean,
hus,cfDay,specific_humidity,Specific Humidity,9&,0&1&15&2&,time: mean,
wap,cfDay,lagrangian_tendency_of_air_pressure,omega (=dp/dt),0&3&,0&1&15&2&,time: mean,
zg,cfDay,geopotential_height,Geopotential Height,5&,0&1&15&2&,time: mean,
hur,cfDay,relative_humidity,Relative Humidity,7&,0&1&15&2&,time: mean,
cl,cfDay,cloud_area_fraction_in_atmosphere_layer,Cloud Area Fraction in Atmosphere Layer,7&,0&1&15&2&,time: mean,
clw,cfDay,mass_fraction_of_cloud_liquid_water_in_air,Mass Fraction of Cloud Liquid Water,9&,0&1&15&2&,time: mean,
cli,cfDay,mass_fraction_of_cloud_ice_in_air,Mass Fraction of Cloud Ice,9&,0&1&15&2&,time: mean,
mc,cfDay,atmosphere_net_upward_convective_mass_flux,Convective Mass Flux,1&2&3&,0&1&26&2&,time: mean,
clisccp,cfDay,cloud_area_fraction_in_atmosphere_layer,ISCCP Cloud Area Fraction,7&,0&1&27&10&2&,time: mean,
pfull,cfDay,air_pressure,Pressure on Model Levels,0&,0&1&15&2&,time: mean,
huss,day,specific_humidity,Near-Surface Specific Humidity,9&,0&1&2&34&,time: mean,
tasmin,day,air_temperature,Daily Minimum Near-Surface Air Temperature,4&,0&1&2&34&,time: minimum,
tasmax,day,air_temperature,Daily Maximum Near-Surface Air Temperature,4&,0&1&2&34&,time: maximum,
tas,day,air_temperature,Near-Surface Air Temperature,4&,0&1&2&34&,time: mean,
pr,day,precipitation_flux,Precipitation,1&2&3&,0&1&2&,time: mean,
psl,day,air_pressure_at_sea_level,Sea Level Pressure,0&,0&1&2&,time: mean,
sfcWind,day,wind_speed,Daily-Mean Near-Surface Wind Speed,5&3&,0&1&2&35&,time: mean,
tossq,day,square_of_sea_surface_temperature,Square of Sea Surface Temperature,27&,0&1&2&,time:mean,
tos,day,surface_temperature,Sea Surface Temperature,4&,0&1&2&,time: mean,
omldamax,day,ocean_mixed_layer_thickness_defined_by_mixing_scheme,Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme,5&,0&1&2&,time: maximum,
mrsos,day,moisture_content_of_soil_layer,Moisture in Upper Portion of Soil Column,1&2&,0&1&2&16&,time: mean area: mean where land,
rhs,day,relative_humidity,Near-Surface Relative Humidity,7&,0&1&2&34&,time: mean,
rhsmin,day,relative_humidity,Surface Daily Minimum Relative Humidity,7&,0&1&2&34&,time: minimum,
rhsmax,day,relative_humidity,Surface Daily Maximum Relative Humidity,7&,0&1&2&34&,time: maximum,
snc,day,surface_snow_area_fraction,Snow Area Fraction,7&,0&1&2&,time: mean,
clt,day,cloud_area_fraction,Total Cloud Fraction,7&,0&1&2&,time: mean,
tslsi,day,surface_temperature,Surface Temperature Where Land or Sea Ice,4&,0&1&2&,time: mean,
snw,day,surface_snow_amount,Surface Snow Amount,1&2&,0&1&2&,time: mean area: mean where land,
prc,day,convective_precipitation_flux,Convective Precipitation,1&2&3&,0&1&2&,time: mean,
prsn,day,snowfall_flux,Snowfall Flux,1&2&3&,0&1&2&,time: mean,
mrro,day,runoff_flux,Total Runoff,1&2&3&,0&1&2&,time: mean area: mean where land,
uas,day,eastward_wind,Eastward Near-Surface Wind,5&3&,0&1&2&35&,time: mean,
vas,day,northward_wind,Northward Near-Surface Wind,5&3&,0&1&2&35&,time: mean,
sfcWindmax,day,wind_speed,Daily Maximum Near-Surface Wind Speed,5&3&,0&1&2&35&,time: maximum,
hfls,day,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,6&2&,0&1&2&,time: mean,
hfss,day,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,6&2&,0&1&2&,time: mean,
rlds,day,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,6&2&,0&1&2&,time: mean,
rlus,day,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,6&2&,0&1&2&,time: mean,
rsds,day,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,6&2&,0&1&2&,time: mean,
rsus,day,surface_upwelling_shortwave_flux_in_air,Surface Upwelling Shortwave Radiation,6&2&,0&1&2&,time: mean,
rlut,day,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation,6&2&,0&1&2&,time: mean,
usi,day,sea_ice_x_velocity,X-Component of Sea Ice Velocity,5&3&,0&1&2&,time: mean,
vsi,day,sea_ice_y_velocity,Y-Component of Sea Ice Velocity,5&3&,0&1&2&,time: mean,
sic,day,sea_ice_area_fraction,Sea Ice Area Fraction,7&,0&1&2&,time: mean,
sit,day,sea_ice_thickness,Sea Ice Thickness,5&,0&1&2&,time: mean area: mean where sea,
ta,day,air_temperature,Air Temperature,4&,0&1&45&2&,time: mean,
hur,day,relative_humidity,Relative Humidity,7&,0&1&45&2&,time: mean,
hus,day,specific_humidity,Specific Humidity,9&,0&1&45&2&,time: mean,
wap,day,lagrangian_tendency_of_air_pressure,omega (=dp/dt),0&3&,0&1&45&2&,time: mean,
va,day,northward_wind,Northward Wind,5&3&,0&1&45&2&,time: mean,
ua,day,eastward_wind,Eastward Wind,5&3&,0&1&45&2&,time: mean,
ua,6hrPlev,eastward_wind,Eastward Wind,5&3&,0&1&46&14&,,145.0
va,6hrPlev,northward_wind,Northward Wind,5&3&,0&1&46&14&,,80.0
ta,6hrPlev,air_temperature,Air Temperature,4&,0&1&46&14&,,330.0
dissic,Omon,mole_concentration_of_dissolved_inorganic_carbon_in_sea_water,Dissolved Inorganic Carbon Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
dissoc,Omon,mole_concentration_of_dissolved_organic_carbon_in_sea_water,Dissolved Organic Carbon Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phyc,Omon,mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water,Phytoplankton Carbon Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
zooc,Omon,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,Zooplankton Carbon Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
bacc,Omon,mole_concentration_of_bacteria_expressed_as_carbon_in_sea_water,Bacterial Carbon Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
detoc,Omon,mole_concentration_of_organic_detritus_expressed_as_carbon_in_sea_water,Detrital Organic Carbon Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
calc,Omon,mole_concentration_of_calcite_expressed_as_carbon_in_sea_water,Calcite Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
arag,Omon,mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water,Aragonite Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phydiat,Omon,mole_concentration_of_diatoms_expressed_as_carbon_in_sea_water,Mole Concentration of Diatoms expressed as Carbon in Sea Water at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phydiaz,Omon,mole_concentration_of_diazotrophs_expressed_as_carbon_in_sea_water,Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phycalc,Omon,mole_concentration_of_calcareous_phytoplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Calcareous Phytoplankton expressed as Carbon in Sea Water at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phypico,Omon,mole_concentration_of_picophytoplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Picophytoplankton expressed as Carbon in Sea Water at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phymisc,Omon,mole_concentration_of_miscellaneous_phytoplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Miscellaneous Phytoplankton expressed as Carbon in Sea Water at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
zmicro,Omon,mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Microzooplankton expressed as Carbon in Sea Water at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
zmeso,Omon,mole_concentration_of_mesozooplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Mesozooplankton expressed as Carbon in Sea Water at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
zoocmisc,Omon,mole_concentration_of_miscellaneous_zooplankton_expressed_as_carbon_in_sea_water,Other Zooplankton Carbon Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
talk,Omon,sea_water_alkalinity_expressed_as_mole_equivalent,Total Alkalinity at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
ph,Omon,sea_water_ph_reported_on_total_scale,pH at Surface,9&,0&1&2&47&,time: mean area: mean where sea,
o2,Omon,mole_concentration_of_molecular_oxygen_in_sea_water,Dissolved Oxygen Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
no3,Omon,mole_concentration_of_nitrate_in_sea_water,Dissolved Nitrate Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
nh4,Omon,mole_concentration_of_ammonium_in_sea_water,Dissolved Ammonium Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
po4,Omon,mole_concentration_of_phosphate_in_sea_water,Dissolved Phosphate Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
dfe,Omon,mole_concentration_of_dissolved_iron_in_sea_water,Dissolved Iron Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
si,Omon,mole_concentration_of_silicate_in_sea_water,Dissolved Silicate Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
chl,Omon,mass_concentration_of_phytoplankton_expressed_as_chlorophyll_in_sea_water,Total Chlorophyll Mass Concentration at Surface,1&11&,0&1&2&47&,time: mean area: mean where sea,
chldiat,Omon,mass_concentration_of_diatoms_expressed_as_chlorophyll_in_sea_water,Diatom Chlorophyll Mass Concentration at Surface,1&11&,0&1&2&47&,time: mean area: mean where sea,
chldiaz,Omon,mass_concentration_of_diazotrophs_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Diazotrophs expressed as Chlorophyll in Sea Water at Surface,1&11&,0&1&2&47&,time: mean area: mean where sea,
chlcalc,Omon,mass_concentration_of_calcareous_phytoplankton_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Calcareous Phytoplankton expressed as Chlorophyll in Sea Water at Surface,1&11&,0&1&2&47&,time: mean area: mean where sea,
chlpico,Omon,mass_concentration_of_picophytoplankton_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Picophytoplankton expressed as Chlorophyll in Sea Water at Surface,1&11&,0&1&2&47&,time: mean area: mean where sea,
chlmisc,Omon,mass_concentration_of_miscellaneous_phytoplankton_expressed_as_chlorophyll_in_sea_water,Other Phytoplankton Chlorophyll Mass Concentration at Surface,1&11&,0&1&2&47&,time: mean area: mean where sea,
pon,Omon,mole_concentration_of_particulate_organic_matter_expressed_as_nitrogen_in_sea_water,Particulate Organic Nitrogen Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
pop,Omon,mole_concentration_of_particulate_organic_matter_expressed_as_phosphorus_in_sea_water,Particulate Organic Phosphorus Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
bfe,Omon,mole_concentration_of_particulate_organic_matter_expressed_as_iron_in_sea_water,Particulate Biogenic Iron Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
bsi,Omon,mole_concentration_of_particulate_matter_expressed_as_silicon_in_sea_water,Particulate Biogenic Silica Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phyn,Omon,mole_concentration_of_phytoplankton_expressed_as_nitrogen_in_sea_water,Phytoplankton Nitrogen Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phyp,Omon,mole_concentration_of_phytoplankton_expressed_as_phosphorus_in_sea_water,Phytoplankton Phosphorus Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
phyfe,Omon,mole_concentration_of_phytoplankton_expressed_as_iron_in_sea_water,Phytoplankton Iron Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
physi,Omon,mole_concentration_of_phytoplankton_expressed_as_silicon_in_sea_water,Phytoplankton Silica Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
dms,Omon,mole_concentration_of_dimethyl_sulfide_in_sea_water,Dimethyl Sulphide Concentration at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
co3,Omon,mole_concentration_of_carbonate_expressed_as_carbon_in_sea_water,Mole Concentration of Carbonate expressed as Carbon in Sea Water at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
co3satcalc,Omon,mole_concentration_of_calcite_expressed_as_carbon_in_sea_water_at_saturation,Mole Concentration of Calcite expressed as Carbon in Sea Water at Saturation at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
co3satarag,Omon,mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water_at_saturation,Mole Concentration of Aragonite expressed as Carbon in Sea Water at Saturation at Surface,25&11&,0&1&2&47&,time: mean area: mean where sea,
intpp,Omon,net_primary_mole_productivity_of_carbon_by_phytoplankton,Primary Organic Carbon Production by All Types of Phytoplankton,25&2&3&,0&1&2&,time: mean area: mean where sea,
intpnitrate,Omon,net_primary_mole_productivity_of_carbon_due_to_nitrate_utilization,Primary Organic Carbon Production by Phytoplankton Based on Nitrate Uptake Alone,25&2&3&,0&1&2&,time: mean area: where sea,
intpdiat,Omon,net_primary_mole_productivity_of_carbon_by_diatoms,Primary Organic Carbon Production by Diatoms,25&2&3&,0&1&2&,time: mean area: mean where sea,
intpdiaz,Omon,net_primary_mole_productivity_of_carbon_by_diazotrophs,Net Primary Mole Productivity of Carbon by Diazotrophs,25&2&3&,0&1&2&,time: mean area: where sea,
intpcalc,Omon,net_primary_mole_productivity_of_carbon_by_calcareous_phytoplankton,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,25&2&3&,0&1&2&,time: mean area: where sea,
intppico,Omon,net_primary_mole_productivity_of_carbon_by_picophytoplankton,Net Primary Mole Productivity of Carbon by Picophytoplankton,25&2&3&,0&1&2&,time: mean area: where sea,
intpmisc,Omon,net_primary_mole_productivity_of_carbon_by_miscellaneous_phytoplankton,Primary Organic Carbon Production by Other Phytoplankton,25&2&3&,0&1&2&,time: mean area: where sea,
intpbfe,Omon,tendency_of_ocean_mole_content_of_iron_due_to_biological_production,Iron Production,25&2&3&,0&1&2&,time: mean area: mean where sea,
intpbsi,Omon,tendency_of_ocean_mole_content_of_silicon_due_to_biological_production,Silica Production,25&2&3&,0&1&2&,time: mean area: where sea,
intpcalcite,Omon,tendency_of_ocean_mole_content_of_calcite_expressed_as_carbon_due_to_biological_production,Calcite Production,25&2&3&,0&1&2&,time: mean area: mean where sea,
intparag,Omon,tendency_of_ocean_mole_content_of_aragonite_expressed_as_carbon_due_to_biological_production,Aragonite Production,25&2&3&,0&1&2&,time: mean area: where sea,
epc100,Omon,sinking_mole_flux_of_particulate_organic_matter_expressed_as_carbon_in_sea_water,Downward Flux of Particle Organic Carbon,25&2&3&,0&1&2&48&,time: mean area: mean where sea,
epfe100,Omon,sinking_mole_flux_of_particulate_iron_in_sea_water,Downward Flux of Particulate Iron,25&2&3&,0&1&2&48&,time: mean area: where sea,
epsi100,Omon,sinking_mole_flux_of_particulate_silicon_in_sea_water,Downward Flux of Particulate Silica,25&2&3&,0&1&2&48&,time: mean area: mean where sea,
epcalc100,Omon,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,Downward Flux of Calcite,25&2&3&,0&1&2&48&,time: mean area: where sea,
eparag100,Omon,sinking_mole_flux_of_aragonite_expressed_as_carbon_in_sea_water,Downward Flux of Aragonite,25&2&3&,0&1&2&48&,time: mean area: mean where sea,
intdic,Omon,ocean_mass_content_of_dissolved_inorganic_carbon,Dissolved Inorganic Carbon Content,1&2&,0&1&2&,time: mean area: where sea,
spco2,Omon,surface_partial_pressure_of_carbon_dioxide_in_sea_water,Surface Aqueous Partial Pressure of CO2,0&,0&1&2&,time: mean area: mean where sea,
dpco2,Omon,surface_carbon_dioxide_partial_pressure_difference_between_sea_water_and_air,Delta PCO2,0&,0&1&2&,time: mean area: where sea,
dpo2,Omon,surface_molecular_oxygen_partial_pressure_difference_between_sea_water_and_air,Delta PO2,0&,0&1&2&,time: mean area: mean where sea,
fgco2,Omon,surface_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon,Surface Downward CO2 Flux,1&2&3&,0&1&2&,time: mean area: where sea,
fgo2,Omon,surface_downward_mole_flux_of_molecular_oxygen,Surface Downward O2 Flux,25&2&3&,0&1&2&,time: mean area: mean where sea,
fgdms,Omon,surface_upward_mole_flux_of_dimethyl_sulfide,Surface Upward DMS Flux,25&2&3&,0&1&2&,time: mean area: where sea,
fsc,Omon,tendency_of_ocean_mole_content_of_carbon_due_to_runoff_and_sediment_dissolution,Flux of Carbon Into Ocean Surface by Runoff and Sediment Dissolution,25&2&3&,0&1&2&,time: mean area: mean where sea,
frc,Omon,tendency_of_ocean_mole_content_of_carbon_due_to_sedimentation,Downward Carbon Flux at Ocean Bottom,25&2&3&,0&1&2&,time: mean area: where sea,
intpn2,Omon,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_fixation,Nitrogen Fixation Rate in Ocean,25&2&3&,0&1&2&,time: mean area: mean where sea,
fsn,Omon,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_deposition_and_fixation_and_runoff,Surface Downward Net Flux of Nitrogen,25&2&3&,0&1&2&,time: mean area: where sea,
frn,Omon,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_denitrification_and_sedimentation,Nitrogen Loss to Sediments and through Denitrification,25&2&3&,0&1&2&,time: mean area: mean where sea,
fsfe,Omon,tendency_of_ocean_mole_content_of_iron_due_to_deposition_and_runoff_and_sediment_dissolution,Surface Downward Net Flux of Iron,25&2&3&,0&1&2&,time: mean area: where sea,
frfe,Omon,tendency_of_ocean_mole_content_of_iron_due_to_sedimentation,Iron Loss to Sediments,25&2&3&,0&1&2&,time: mean area: mean where sea,
o2min,Omon,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_at_shallowest_local_minimum_in_vertical_profile,Oxygen Minimum Concentration,25&11&,0&1&2&,time: mean area: where sea depth: minimum,
zo2min,Omon,depth_at_shallowest_local_minimum_in_vertical_profile_of_mole_concentration_of_dissolved_molecular_oxygen_in_sea_water,Depth of Oxygen Minimum Concentration,5&,0&1&2&,time: mean area: mean where sea,
zsatcalc,Omon,minimum_depth_of_calcite_undersaturation_in_sea_water,Calcite Saturation Depth,5&,0&1&2&,time: mean area: where sea,
zsatarag,Omon,minimum_depth_of_aragonite_undersaturation_in_sea_water,Aragonite Saturation Depth,5&,0&1&2&,time: mean area: mean where sea,
fddtdic,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon,Rate of Change of Net Dissolved Inorganic Carbon,25&2&3&,0&1&2&49&,time: mean area: where sea,
fddtdin,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_nitrogen,Rate of Change of Net Dissolved Inorganic Nitrogen,25&2&3&,0&1&2&49&,time: mean area: mean where sea,
fddtdip,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus,Rate of Change of Net Dissolved Inorganic Phosphate,25&2&3&,0&1&2&49&,time: mean area: where sea,
fddtdife,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_iron,Rate of Change of Net Dissolved Inorganic Iron,25&2&3&,0&1&2&49&,time: mean area: mean where sea,
fddtdisi,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_silicon,Rate of Change of Net Dissolved Inorganic Silicate,25&2&3&,0&1&2&49&,time: mean area: where sea,
fddtalk,Omon,integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent,Rate of Change of Alkalinity,25&2&3&,0&1&2&49&,time: mean area: mean where sea,
fbddtdic,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon_due_to_biological_processes,Rate of Change of Dissolved Inorganic Carbon due to Biological Activity,25&2&3&,0&1&2&49&,time: mean area: where sea,
fbddtdin,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_nitrogen_due_to_biological_processes,Rate of Change of Dissolved Inorganic Nitrogen due to Biological Activity,25&2&3&,0&1&2&49&,time: mean area: mean where sea,
fbddtdip,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus_due_to_biological_processes,Rate of Change of Dissolved Inorganic Phosphate due to Biological Activity,25&2&3&,0&1&2&49&,time: mean area: where sea,
fbddtdife,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_iron_due_to_biological_processes,Rate of Change of Dissolved Inorganic Iron due to Biological Activity,25&2&3&,0&1&2&49&,time: mean area: mean where sea,
fbddtdisi,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_silicon_due_to_biological_processes,Rate of Change of Dissolved Inorganic Silicate due to Biological Activity,25&2&3&,0&1&2&49&,time: mean area: where sea,
fbddtalk,Omon,integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes,Rate of Change of Biological Alkalinity due to Biological Activity,25&2&3&,0&1&2&49&,time: mean area: mean where sea,
masso,Omon,sea_water_mass,Sea Water Mass,1&,2&,time: mean area: sum where sea,
pbo,Omon,sea_water_pressure_at_sea_floor,Sea Water Pressure at Sea floor,28&,0&1&2&,time: mean,
pso,Omon,sea_water_pressure_at_sea_water_surface,Sea Water Pressure at Sea Water Surface,28&,0&1&2&,time: mean,
volo,Omon,sea_water_volume,Sea Water Volume,13&,2&,time: mean area: sum where sea,
zos,Omon,sea_surface_height_above_geoid,Sea Surface Height Above Geoid,5&,0&1&2&,time: mean,9.575
zossq,Omon,square_of_sea_surface_height_above_geoid,Square of Sea Surface Height Above Geoid,15&,0&1&2&,time: mean,
zosga,Omon,global_average_sea_level_change,Global Average Sea Level Change,5&,2&,time: mean area: mean where sea,0.382
zossga,Omon,global_average_steric_sea_level_change,Global Average Steric Sea Level Change,5&,2&,time: mean area: mean where sea,
zostoga,Omon,global_average_thermosteric_sea_level_change,Global Average Thermosteric Sea Level Change,5&,2&,time: mean area: mean where sea,0.3734
masscello,Omon,sea_water_mass_per_unit_area,Sea Water Mass Per Unit Area,1&2&,0&1&32&2&,time: mean,
thkcello,Omon,cell_thickness,Ocean Model Cell Thickness,5&,0&1&32&2&,time: mean,
thetao,Omon,sea_water_potential_temperature,Sea Water Potential Temperature,4&,0&1&32&2&,time: mean,1.05e+20
